,points,title,description,taster_name,taster_twitter_handle,price,designation,variety,region_1,region_2,province,country,winery
507,88,Robert Perroud 2014 En Saburin Cuvée Romain  (Brouilly),"Produced from organically grown grapes, the wine is soft, ripe and full of fruit. Red cherries dominate, with a touch of wood from the 12 months of barrel aging. It has a bright, crisp and juicy aftertaste.",Roger Voss,@vossroger,30.0,En Saburin Cuvée Romain,Gamay,Brouilly,,Beaujolais,France,Robert Perroud
508,88,Roncão 2014 DR Colheita Red (Douro),"This wine is ripe and rich, with fine tannins and structure. Great swathes of blackberry fruits come with a mineral edge and some tight tannins. Give this balanced wine until 2019.",Roger Voss,@vossroger,17.0,DR Colheita,Portuguese Red,,,Douro,Portugal,Roncão
509,88,Rui Roboredo Madeira 2012 Castello d'Alba Limited Edition Red (Douro),"A perfumed wine with soft tannins and juicy red fruits, this offers a concentrated aftertaste, giving spice as well as fruitiness. Drink this accessible wine now.",Roger Voss,@vossroger,30.0,Castello d'Alba Limited Edition,Portuguese Red,,,Douro,Portugal,Rui Roboredo Madeira
510,88,San Lorenzo Vini 2010 Escol Riserva  (Montepulciano d'Abruzzo Colline Teramane),"Aromas of mature plum, French oak and a whiff of exotic spice lead the way. The full-bodied palate offers vanilla, espresso, coconut, sour cherry and grilled herb alongside assertive close-grained tannins that grip the finish. Drink soon to capture the remaining fruit.",Kerin O’Keefe,@kerinokeefe,46.0,Escol Riserva,Montepulciano,Montepulciano d'Abruzzo Colline Teramane,,Central Italy,Italy,San Lorenzo Vini
511,88,Sextant 2014 Cabernet Sauvignon (Paso Robles),"There's deep density to the aromas of this wine, with black olive, crushed lava rocks and baked black-plum scents. An herbal kick to the front of the palate conveys bay leaf and oregano, followed by rich blackberry, turned loam and black-rock flavors.",Matt Kettmann,@mattkettmann,25.0,,Cabernet Sauvignon,Paso Robles,Central Coast,California,US,Sextant
512,88,Valori 2009 Vigna Sant'Angelo  (Montepulciano d'Abruzzo Colline Teramane),"This opens with aromas of underbrush, tobacco, espresso and stewed prune. The full-bodied palate offers sour cherry, raisin, licorice and ground pepper alongside fine-grained but rather evolved tannins. It has seen fresher days so drink soon.",Kerin O’Keefe,@kerinokeefe,45.0,Vigna Sant'Angelo,Montepulciano,Montepulciano d'Abruzzo Colline Teramane,,Central Italy,Italy,Valori
513,88,Von Schleinitz 2015 Estate Dry Riesling (Mosel),"Fragrant tangerine skins are glazed by an earthen streak of wax on the nose of this brisk, light-footed Riesling. Zesty and dry, the palate balances refreshing lime and lemon flavors against more savory elements of pollen and earth. Finishes crisp and clean.",Anna Lee C. Iijima,,16.0,Estate Dry,Riesling,,,Mosel,Germany,Von Schleinitz
514,88,Love That Red 2014 Stakes Race Syrah (Walla Walla Valley (WA)),"The aromas seem a bit muddled, with notes of red fruit, herbs, vanilla and flowers. The cherry flavors are tart, with a kick of acidity on the finish.",Sean P. Sullivan,@wawinereport,36.0,Stakes Race,Syrah,Walla Walla Valley (WA),Columbia Valley,Washington,US,Love That Red
515,88,Magness 2013 Red (Santa Ynez Valley),"There's a lot of good stuff going on in this blend of 43% Cabernet Sauvignon, 37% Syrah and 20% Petit Verdot, with a nose of plump blackberry fruit dosed by scents of smoky vanilla, asphalt and licorice. There are sesame and teriyaki touches to the palate, along with charred blueberries, coffee, chocolate and firm tannins.",Matt Kettmann,@mattkettmann,22.0,,Red Blend,Santa Ynez Valley,Central Coast,California,US,Magness
516,88,McFadden 2015 Blue Quail Pinot Gris (Potter Valley),"A tangy feeling on the palate makes this light-bodied wine especially refreshing. It has appley, floral aromas and flavors, good acidity and a clean, bracing texture.",Jim Gordon,@gordone_cellars,16.0,Blue Quail,Pinot Gris,Potter Valley,,California,US,McFadden
517,88,Migration 2014 Chardonnay (Russian River Valley),"While most of this wine was fermented in French oak, a small percentage was held back in stainless steel. It finds a happy middle ground between creamy oak, even a touch of reduction, and a brightness of green apple and Jolly Rancher. It offers medium-bodied richness.",Virginie Boone,@vboone,32.0,,Chardonnay,Russian River Valley,Sonoma,California,US,Migration
518,88,Monte Volpe 2014 Pinot Grigio (Mendocino County),"This medium-bodied wine smells sweet but tastes dry. Vivid fruit aromas and flavors, and a lively, tangy mouthfeel add lots of personality. It smells like apples and honey and tastes like crisp apples and citrus.",Jim Gordon,@gordone_cellars,15.0,,Pinot Grigio,Mendocino County,,California,US,Monte Volpe
519,88,Parusso 2006 Bussia Riserva  (Barolo),"This opens with aromas of truffle, celery, underbrush, French oak and a whiff of pressed rose. The firm palate offers raw sour cherry, tart cranberry, licorice, powdered sage and oak-driven spice alongside bracing, close-grained tannins that leave a firm finish. Drink through 2026.",Kerin O’Keefe,@kerinokeefe,,Bussia Riserva,Nebbiolo,Barolo,,Piedmont,Italy,Parusso
520,88,Pazo de Barrantes 2013 La Comtesse Albariño (Rías Baixas),"Aromas of green melon and pear are calm like a lake with no breeze. This feels mildly creamy, while leesy briny melon and peach flavors turn somewhat bitter prior to a soft easy finish that doesn't sing but doesn't fall off.",Michael Schachner,@wineschach,60.0,La Comtesse,Albariño,Rías Baixas,,Galicia,Spain,Pazo de Barrantes
521,93,Domaine Laroche 2010 Les Clos Grand Cru  (Chablis),"Concentrated and structured, this layers wood and vanilla flavors with a taut, mineral character. With its richness and well-balanced citrus, tropical fruit flaavors, it will certainly age for at least four years. Screwcap.",Roger Voss,@vossroger,115.0,Les Clos Grand Cru,Chardonnay,Chablis,,Burgundy,France,Domaine Laroche
522,93,Domaine Laroche 2010 Les Fourchaumes Vieilles Vignes Premier Cru  (Chablis),"This has extra richness that lends the wine concentration and ripeness. An intense structure of minerality is balanced by yellow fruit, bearing a round and full texture, with great depth of flavor. Age for at least five years. Screwcap.",Roger Voss,@vossroger,,Les Fourchaumes Vieilles Vignes Premier Cru,Chardonnay,Chablis,,Burgundy,France,Domaine Laroche
523,93,Domaine Perrot-Minot 2010 La Richemonne Premier Cru  (Nuits-St.-Georges),"Made from grapes that were sourced from vines close to Vosne-Romanée, this has all of the structure of a Nuits-St-Georges, with the power and density of Vosne-Vosne-Romanée. Delicious, concentrated black fruits pair with the acidity and the core of tannins.",Roger Voss,@vossroger,,La Richemonne Premier Cru,Pinot Noir,Nuits-St.-Georges,,Burgundy,France,Domaine Perrot-Minot
524,92,Lauren Ashton Cellars 2011 Roussanne (Columbia Valley (WA)),"This stylish, well-defined Roussanne is crisp as a cucumber, with fruit flavors of citrus, green berry, apple and melon. This is immaculate and beautifully balanced.",Paul Gregutt,@paulgwine ,25.0,,Roussanne,Columbia Valley (WA),Columbia Valley,Washington,US,Lauren Ashton Cellars
525,92,Montecariano 2007  Amarone della Valpolicella Classico,"This standout Amarone boasts elegant mineral tones of wet river stone and crushed granite, which are followed by softer layers of ripe fruit and spice. There's a savory note of soy sauce and cured meat, with a smoky barbecue overtone. Let this wine age 10 years or more.",,,90.0,,"Corvina, Rondinella, Molinara",Amarone della Valpolicella Classico,,Veneto,Italy,Montecariano
526,92,Pascal Bouchard 2009 Vaudésir Grand Cru  (Chablis),"Big and rounded, this tastes rich and packed with ripe fruit. It as weight and a yellow fruit flavor, with notes of red apple and canteloupe. It is soft, delicious and almost ready to drink.",Roger Voss,@vossroger,,Vaudésir Grand Cru,Chardonnay,Chablis,,Burgundy,France,Pascal Bouchard
527,92,Phillips Hill 2010 Two Terroirs Pinot Noir (Mendocino),"Phillips Hill's Two Terroirs is very subtly marked “AV + MR,” signaling that the fruit was sourced from both the cool Anderson Valley and even cooler Mendocino Ridge. It's lightly earthy and resplendent in bright, just-ripe cherry tones. Gorgeously crisp, with undeniable structure, this is ready to drink, but it would also shine in a few years time.",Virginie Boone,@vboone,40.0,Two Terroirs,Pinot Noir,Mendocino,,California,US,Phillips Hill
528,92,Sleight of Hand 2009 Archimage Red (Columbia Valley (WA)),"A blend of 50% Merlot and 50% Cabernet Franc, this has an intriguing spicy accent that's reminiscent of fresh pine. It's front-loaded with generous blueberry fruit that's streaked with an anise note, flowing nicely into the polished tannins. This shows good focus and length.",Paul Gregutt,@paulgwine ,45.0,Archimage,Bordeaux-style Red Blend,Columbia Valley (WA),Columbia Valley,Washington,US,Sleight of Hand
529,92,Summers 2009 Petite Sirah (Knights Valley),"Grown in a highlands plateau between Napa Valley and the Russian River Valley, this shows the varietal's bigtime tannins, but it's lighter in body than you might expect. It's delicious in blackberry, currant, grilled meat and sandalwood flavors. This is one of the more elegant and sophisticated Petite Sirahs of the vintage. It's showing its best now and will continue to drink well over the next few years.",,,36.0,,Petite Sirah,Knights Valley,Sonoma,California,US,Summers
530,92,Byron 2010 Nielson Vineyard Chardonnay (Santa Maria Valley),"Santa Maria Valley's terroir shines through in this Chardonnay's brisk, mouthwatering acidity and fruit purity. The bright, vibrant guava and citrus flavors are enriched with a coating of sweet, smoky oak. There's a fascinating minerality, like a lick of sandstone rocks, that boosts its complex appeal.",,,32.0,Nielson Vineyard,Chardonnay,Santa Maria Valley,Central Coast,California,US,Byron
531,92,Cesari 2009 Bosan  (Valpolicella Classico Superiore Ripasso),"Among the most consistently high-scoring Ripassos from Valpolicella, this is a lush, rich and modern rendition that's tightly loaded with cherry, spice, leather, barbecue and tobacco flavors. The moutheel is smooth and round, with touches of sweet cinnamon on the finish. Try pairing it with osso buco.",,,45.0,Bosan,"Corvina, Rondinella, Molinara",Valpolicella Classico Superiore Ripasso,,Veneto,Italy,Cesari
532,92,Chandon 2007 Vintage Brut Sparkling (Yountville),"Rich and smooth, this has complex flavors of raspberry, almond biscotti, lime and vanilla, with a smoky note. The texture shows real finesse. Made from Pinot Noir and Chardonnay, it's a first class bubbly.",,,45.0,Vintage Brut,Sparkling Blend,Yountville,Napa,California,US,Chandon
533,92,Chanson Père et Fils 2010 Clos des Mouches Premier Cru  (Beaune),"This is a very taut wine from the poorest soil in the Clos des Mouches Vineyard. This tastes of citrus fruit, with a powerful, spicy, complex finish that promises good aging.",Roger Voss,@vossroger,112.0,Clos des Mouches Premier Cru,Chardonnay,Beaune,,Burgundy,France,Chanson Père et Fils
534,92,Château de Fuissé 2010 Les Combettes  (Pouilly-Fuissé),"Rich and ultraripe, this is full of yellow fruit, melon and pineapple flavors. Contrasting with this fruitiness are notes of dense wood and spice. It has an elegant structure, with a crisp, citrusy finish.",Roger Voss,@vossroger,70.0,Les Combettes,Chardonnay,Pouilly-Fuissé,,Burgundy,France,Château de Fuissé
535,92,Del Dotto 2011 Cinghiale Vineyard Sauvignon Blanc (Sonoma Coast),"Bone dry and crisp, this is rich in New Zealand-like gooseberry flavor, making it mouthwateringly savory. Yet it's entirely Californian with its notes of ripe pear, peach and pineapple. An elegant wine to drink now, this would make for an elegant apéritif.",,,49.0,Cinghiale Vineyard,Sauvignon Blanc,Sonoma Coast,Sonoma,California,US,Del Dotto
536,92,Allegrini 2008  Amarone della Valpolicella Classico,"One of the founding members of the prestigious Amarone Families association who focus on safeguarding the unique winemaking traditions of Valpolicella, Allegrini sets the standard for a new generation of vintners. This opens with sweet tones of Indian spice, ripe fruit and tobacco. The mouthfeel is exceedingly rich, long lasting and intense.",,,85.0,,"Corvina, Rondinella, Molinara",Amarone della Valpolicella Classico,,Veneto,Italy,Allegrini
537,92,Bodegas Dios Baco S.L. NV 30 Yr. Old Baco Imperial Oloroso Palomino (Jerez),"This is lush smelling but dry at the same time, with touches of caramel and cola gracing the bouquet. It feels tight and pinched, but precise, with dried citrus, toffee and hazelnut flavors. The finish is briney, complex and very long. Only 300 cases were made.",Michael Schachner,@wineschach,100.0,30 Yr. Old Baco Imperial Oloroso,Palomino,Jerez,,Andalucia,Spain,Bodegas Dios Baco S.L.
538,92,Nickel & Nickel 2009 Hayne Vineyard Cabernet Sauvignon (St. Helena),"Right now, the tannins are so fierce, they overshadow the jammy blackberry and cassis flavors. With such an elegant construction and balance, there's no reason it shouldn't develop in the bottle over the next 8–10 years.",,,100.0,Hayne Vineyard,Cabernet Sauvignon,St. Helena,Napa,California,US,Nickel & Nickel
539,92,Novaia 2008 Corte Vaona  (Amarone della Valpolicella Classico),"A distinctive expression from Valpolicella, this shows pretty herb notes of oregano and dried mint, with licorice and spice accents. There are also softer tones of coffee, leather and juicy black cherry. Overall, this is elegant, nuanced and powerful.",,,50.0,Corte Vaona,"Corvina, Rondinella, Molinara",Amarone della Valpolicella Classico,,Veneto,Italy,Novaia
